Ngram,Count,Katz_Prob
"जाता था . </s>",550,0.9990909090909091
"कहा कि राज्य सरकार",550,0.4016812865497076
"पेश किया गया ।",550,0.3869718309859155
"तैयारी शुरू कर दी",550,0.9990909090909091
"शिक्षा के क्षेत्र में",550,0.9990909090909091
"चाहती हैं । </s>",550,0.9990909090909091
"<s> 9 . </s>",549,0.9990892531876139
"<s> मीडिया रिपोर्ट के",549,0.9021381578947368
"<s> उत्तर प्रदेश की",548,0.08954857703631011
"ली जाएगी । </s>",548,0.9990875912408759
"नहीं हो सकी ।",548,0.4415322580645161
"शुरू किया गया है",548,0.41196388261851014
"रहा हूं . </s>",548,0.8718152866242038
"झटका लगा है ।",548,0.7530949105914718
"के लिए तैयार नहीं",547,0.11987277911822768
"बना रहा है ।",547,0.775177304964539
"करने वाले हैं ।",547,0.69529262086514
"करना चाहते हैं तो",547,0.21084104938271606
"शिरकत की । </s>",547,0.9990859232175503
"में आ गया ।",547,0.39486994219653176
"मिले हैं . </s>",547,0.9990859232175503
"मंत्रालय की ओर से",547,0.9990859232175503
"घटना के बाद से",547,0.33672211953173137
"ने कहा कि प्रधानमंत्री",546,0.008821436657071703
"की सजा सुनाई है",546,0.38093575418994413
"लिए भेज दिया ।",546,0.3708361658735554
"करवाया गया । </s>",546,0.9990842490842491
"की जान चली गई",546,0.897203947368421
"खुश हैं । </s>",546,0.9990842490842491
"हो पा रही है",546,0.7544951590594744
"वर्मा ने बताया कि",545,0.9990825688073395
"किया जाता है और",545,0.04608158429248477
"बता रहे हैं ।",545,0.522552783109405
"<s> Also Read -",545,0.9990825688073395
"की जानकारी दी गई",545,0.16702453987730062
"से जूझ रहे हैं",545,0.6552346570397112
"सोशल मीडिया पर शेयर",545,0.06324776396794053
"आसार हैं । </s>",544,0.9990808823529411
"<s> साथ ही यह",544,0.06244255514705882
"जा चुका है .",544,0.14657497303128372
"प्रधानमंत्री नरेन्द्र मोदी ने",544,0.3568614576493762
"वित्त मंत्री अरुण जेटली",544,0.9990808823529411
"<s> ऐसा करने से",544,0.5926935659760088
"के बारे में विस्तार",543,0.01888533036273759
"की अनुमति देता है",543,0.9990791896869244
"नहीं किया . </s>",543,0.9990791896869244
"ने कोविड - 19",543,0.9990791896869244
"संवाददाता नई दिल्ली ।",543,0.9990791896869244
"का शुभारंभ किया ।",543,0.6007751937984496
"बाहर निकाला । </s>",542,0.9990774907749077
"<s> सुप्रीम कोर्ट के",542,0.20947775628626691
"क्लिक करें । </s>",542,0.9990774907749077
"पर चर्चा की ।",542,0.3711446196024674
"का प्रयास कर रहे",541,0.43623890234059726
"सवाल यह है कि",541,0.9990757855822551
"सामने आया है कि",541,0.10499222999223
"लगाया गया था ।",541,0.7548882681564246
"एक हैं । </s>",541,0.9990757855822551
"के लिए कहा था",541,0.12566844919786097
"नहीं दी । </s>",540,0.9990740740740741
"में नजर आ रही",540,0.3864613180515759
"अभी हाल ही में",540,0.9990740740740741
"कम नहीं है ।",540,0.767425320056899
"में निधन हो गया",540,0.9990740740740741
"<s> खबर है कि",540,0.9990740740740741
"हो चुकी है और",540,0.06898094872778417
"जीत लिया । </s>",539,0.9990723562152134
"<s> इस मामले की",539,0.07926111274654106
"रह गई है ।",539,0.8246554364471669
"काम करती है ।",539,0.7520949720670391
"<s> सुशांत सिंह राजपूत",539,0.9990723562152134
"लगी हुई है ।",538,0.7624113475177305
"को निर्देश दिए कि",538,0.4570578231292517
"मौत के घाट उतार",538,0.7538569424964937
"भाग निकला । </s>",538,0.9990706319702602
"का काम करते हैं",537,0.6958495460440985
"नहीं कर रही है",537,0.6574754901960784
"बहुत जरूरी है ।",537,0.6878205128205128
"नहीं होनी चाहिए ।",537,0.7855051244509517
"सामने आया । </s>",537,0.9990689013035382
"काम कर रही हैं",536,0.2078804347826087
"पद से इस्तीफा दे",536,0.6329787234042553
"शुरू की गई है",536,0.44886839899413244
"से मिलने के लिए",536,0.7295640326975477
"की हैं . </s>",535,0.9990654205607477
"पुलिस की ओर से",535,0.9990654205607477
"<s> दोनों के बीच",535,0.8648867313915858
"मांगी थी । </s>",535,0.9990654205607477
"और पाकिस्तान के बीच",534,0.8468253968253968
"अच्छा रहेगा । </s>",534,0.9990636704119851
"करने की दिशा में",534,0.9990636704119851
"में जगह - जगह",534,0.9990636704119851
"इस्तेमाल कर सकते हैं",534,0.7903703703703704
"फेंक दिया । </s>",534,0.9990636704119851
"लागू होने के बाद",533,0.8452380952380952
"से हमला कर दिया",533,0.8479299363057324
"पहुंचते हैं । </s>",533,0.99906191369606
"निकले थे । </s>",533,0.99906191369606
"शादी के बंधन में",533,0.99906191369606
"दिखाई दिए । </s>",533,0.99906191369606
"के दौरान मौत हो",532,0.9990601503759399
"की मांग करते हुए",532,0.6577970297029703
"हुई थीं । </s>",532,0.9990601503759399
"बनी रहेगी । </s>",532,0.9990601503759399
"आया था . </s>",532,0.9990601503759399
"सोमवार को कहा कि",531,0.9242160278745645
"मनाई गई । </s>",531,0.9990583804143126
"कांग्रेस अध्यक्ष सोनिया गांधी",531,0.9990583804143126
"घायल हुए हैं ।",531,0.8186728395061729
"रहे हैं । '",531,0.007410563370444354
"भारत की ओर से",531,0.9990583804143126
"<s> कहते हैं कि",531,0.9990583804143126
"तैयार नहीं है ।",530,0.7938530734632684
"बढ़ जाती है ।",530,0.7752562225475842
"आसान है । </s>",530,0.9990566037735849
"राहत की सांस ली",530,0.9455357142857143
"प्रतियोगिता का आयोजन किया",530,0.8737623762376238
"नहीं हो सकी है",530,0.42701612903225805
"सलाह दी । </s>",530,0.9990566037735849
"मामले दर्ज किए गए",530,0.8209302325581396
"प्रदर्शन कर रहे हैं",530,0.5591341077085533
"हो गयी है .",530,0.35704652730950776
"और यहां तक कि",529,0.9320987654320988
"के कप्तान विराट कोहली",529,0.999054820415879
"करार दिया । </s>",529,0.999054820415879
"विवाद हो गया ।",529,0.6382850241545893
"मदद की । </s>",529,0.999054820415879
"अमेरिकी राष्ट्रपति डोनाल्ड ट्रंप",528,0.839968152866242
"इसमें कहा गया है",528,0.7099596231493943
"के लिए किया गया",528,0.24776890558947862
"लागू करने के लिए",528,0.8216510903426791
"मौसम विभाग के अनुसार",528,0.459094865100087
"कर सकती है .",528,0.18541300527240773
"मचा हुआ है ।",528,0.8041158536585366
"<s> जिला अस्पताल में",527,0.5863028953229399
"ने कहा कि पिछले",527,0.008514182218053624
"गिरावट आई है ।",527,0.7893553223388305
"सौंपी गई है ।",527,0.8954081632653061
"किया और कहा कि",527,0.9990512333965844
"बनाए थे । </s>",527,0.9990512333965844
"भारतीय जनता पार्टी की",527,0.1139857111928989
"को बढ़ाने के लिए",526,0.9990494296577946
"जारी किया गया था",526,0.24061355311355312
"में कोरोना वायरस से",526,0.14130142511427804
"<s> पहले चरण में",526,0.7475106685633002
"अग्रवाल ने बताया कि",526,0.9990494296577946
"को कम करने में",526,0.26393771973882474
"दिए गए थे ।",526,0.8134674922600619
"मुकदमा दर्ज किया गया",526,0.4755656108597285
"बनती है । </s>",526,0.9990494296577946
"पेश किया है ।",525,0.7690615835777126
"वीं और 12 वीं",525,0.9990476190476191
"तैयारी कर रही है",525,0.8094135802469136
"जारी किए गए हैं",525,0.4883612662942272
"पिटाई कर दी ।",525,0.6901315789473684
"नहीं करेगा । </s>",525,0.9990476190476191
"का जवाब देते हुए",524,0.9990458015267175
"संबोधित करेंगे । </s>",524,0.9990458015267175
"शुक्रवार को कहा कि",524,0.9265486725663716
"सीएमओ डॉ . </s>",524,0.9990458015267175
"खरीद सकते हैं ।",524,0.7362869198312236
"बन गई । </s>",523,0.9990439770554493
"सोशल डिस्टेंसिंग का पालन",523,0.8413848631239935
"<s> ऐसे में इस",523,0.04716555334897996
"गया हैं । </s>",522,0.9990421455938697
"का इस्तेमाल किया गया",522,0.27076843198338524
"में भर्ती किया गया",522,0.9101221640488656
"के बारे में कोई",522,0.01815428531643807
"जा रहा था .",522,0.09782404802100919
"करा रहे हैं ।",522,0.8869047619047619
"पता नहीं चल पाया",522,0.46729390681003585
"आलम यह है कि",521,0.9990403071017274
"नाम है । </s>",521,0.9990403071017274
"तक पहुंचने के लिए",521,0.9052173913043479
"सांस ली । </s>",521,0.9990403071017274
"ने कहा कि उनकी",521,0.008417154500468968
"रह रहे हैं ।",521,0.745702005730659
"अधिकारियों ने कहा कि",521,0.8747899159663866
"दिया जाता है .",521,0.13383903317048085
"सिंह के नेतृत्व में",521,0.9378378378378378
"भी दी । </s>",520,0.9990384615384615
"बता दें कि यह",520,0.04555419151175026
"से हुई थी ।",520,0.8029366306027821
"की कामना की ।",520,0.7583941605839416
"में आ गए ।",520,0.36533052039381153
"दूर है । </s>",520,0.9990384615384615
"सुनिश्चित करें । </s>",520,0.9990384615384615
"पड़ती है । </s>",520,0.9990384615384615
"शेयर करते हुए लिखा",519,0.6071428571428571
"तरीका है । </s>",519,0.9990366088631984
"के लिए सबसे लोकप्रिय",519,0.244
"अभियान चलाया गया ।",519,0.7867981790591806
"हो जाएगी . </s>",519,0.9990366088631984
"उन्होंने आरोप लगाया कि",519,0.8570247933884297
"की सराहना की ।",518,0.6234939759036144
"पुलिस को दी गई",518,0.2554294175715696
"बात है . </s>",518,0.9460694698354661
"<s> साथ ही इस",518,0.05945542279411765
"यह भी कहा गया",518,0.13582677165354332
"देखने को मिलता है",518,0.999034749034749
"मुख्यमंत्री डॉ . </s>",518,0.999034749034749
"गंभीरता से लेते हुए",518,0.9375
"<s> मामले की जांच",518,0.33669486011711125
"था । ' </s>",518,0.999034749034749
"का विरोध कर रहे",518,0.7961538461538461
"निकला था । </s>",517,0.9990328820116054
"लिखा था । </s>",517,0.9990328820116054
"<s> इस वीडियो को",517,0.29786620530565167
"ने शव को कब्जे",517,0.5436842105263158
"बैठ गए । </s>",517,0.9990328820116054
"के बारे में नहीं",517,0.017980226972081043
"मौत के मामले में",517,0.8481116584564861
"D बिड़ला एसएल एफटीपी",517,0.893598615916955
"कारण है । </s>",516,0.999031007751938
"युवक की मौत हो",516,0.7471014492753624
"काम कर रहे थे",516,0.1535139964264443
"उठा रहे हैं ।",516,0.7637037037037037
"पदों पर भर्ती के",516,0.6608974358974359
"भेजा जा रहा है",516,0.8903281519861831
"बोल दिया । </s>",516,0.999031007751938
"जारी रहेगी । </s>",516,0.999031007751938
"आयोजित की जाएगी ।",516,0.8079937304075235
"चलता रहा । </s>",515,0.9990291262135922
"गांव के रहने वाले",515,0.9990291262135922
"चाहिए । ' </s>",514,0.9990272373540856
"एक सवाल के जवाब",514,0.9387568555758684
"पूरा किया । </s>",514,0.9990272373540856
"नहीं हो पाया ।",514,0.3114008489993936
"जाने की बात कही",514,0.5515574650912997
"का प्रावधान है ।",514,0.8459637561779242
"और चीन के बीच",514,0.851575456053068
"दर्ज कराया था ।",514,0.8732993197278912
"हो सकी है ।",513,0.8805841924398625
"दावा किया गया है",513,0.6086698337292161
"मंगलवार को कहा कि",513,0.9054770318021201
"हो गए थे .",513,0.17267520215633422
"निशाना साधा है ।",513,0.6761213720316622
"निलंबित कर दिया गया",513,0.46338155515370705
"प्रदान करते हैं ।",513,0.8319805194805194
"में जानकारी दी ।",512,0.4368061485909479
"के आसार हैं ।",512,0.8743589743589744
"आपकी जानकारी के लिए",512,0.9990234375
"का मामला दर्ज किया",512,0.3892694063926941
"की ओर से इस",512,0.03131504836537284
"सक्षम है । </s>",512,0.9990234375
"योगदान दिया । </s>",512,0.9990234375
"रवाना किया । </s>",511,0.9990215264187867
"सजा सुनाई है ।",511,0.8924825174825175
"<s> स्थानीय लोगों ने",511,0.45499108734402854
"शिकायत की है ।",511,0.7398550724637681
"जा सकेंगे । </s>",511,0.9990215264187867
"कोशिश कर रहा है",510,0.6416876574307305
"दिखाई दिया । </s>",510,0.9990196078431373
"को जोड़ा । </s>",510,0.9990196078431373
"बात कही गई है",510,0.5146464646464647
"को शेयर करते हुए",510,0.9990196078431373
"होने लगी है ।",509,0.8921052631578947
"की जा सके ।",509,0.8707191780821918
"भारतीय जनता पार्टी ने",509,0.11008876380168868
"के रूप में कार्य",509,0.024266284896206157
"से कहा था कि",509,0.9990176817288802
"की तलाश कर रहे",509,0.5878612716763005
"ने बुधवार को कहा",509,0.3144712430426716
"की हत्या के बाद",508,0.3666907514450867
"<s> आनन - फानन",508,0.9990157480314961
"रुपये प्रति 10 ग्राम",508,0.9990157480314961
"का निधन हो गया",508,0.926094890510949
"प्रयास किए जा रहे",508,0.9990157480314961
"ने बताया कि जिले",508,0.010770602092574121
"निदेशक डॉ . </s>",508,0.9990157480314961
"के बारे में एक",508,0.01766692195223839
"के निधन के बाद",507,0.8541315345699831
"नहीं दिया गया ।",507,0.43588640275387264
"बनाई थी । </s>",507,0.9990138067061144
"की बात करते हैं",507,0.6146844660194175
"होते जा रहे हैं",507,0.882404181184669
"की बढ़त के साथ",507,0.9467289719626168
"<s> अगर आप भी",506,0.27547683923705724
"भी किया है ।",506,0.769406392694064
"रुपये की लागत से",506,0.9207650273224044
"मुझे नहीं लगता कि",506,0.8915343915343915
"कोशिश की . </s>",506,0.9990118577075099
"को सम्मानित किया गया",506,0.5641741071428571
"का चयन किया गया",506,0.541220556745182
"<s> उम्मीद है कि",506,0.9990118577075099
"ने उसे मृत घोषित",506,0.9990118577075099
"काम शुरू कर दिया",506,0.948405253283302
"फायदा होगा । </s>",506,0.9990118577075099
"बैठे हैं । </s>",506,0.9990118577075099
"के कई इलाकों में",506,0.9990118577075099
"जा रही हैं .",506,0.1597661188369153
"फिल्म है । </s>",505,0.999009900990099
"लग रहा था कि",505,0.6122572815533981
"में शामिल होने की",505,0.11932355723746452
"करता था . </s>",505,0.999009900990099
"उन्होंने कहा कि हम",505,0.020148568233555653
"नहीं कर रहा है",505,0.5956316410861865
"तक है । </s>",504,0.9990079365079365
"करने में मदद करता",504,0.22035010940919036
"श्रद्धांजलि दी । </s>",504,0.9990079365079365
"से हरा दिया ।",504,0.6859673024523161
"लिए गए हैं ।",504,0.8577512776831345
"नहीं करता । </s>",504,0.9990079365079365
"<s> इस बार भी",503,0.27103559870550165
"सूत्रों से मिली जानकारी",503,0.9990059642147118
"से फरार हो गए",503,0.4240506329113924
"को हिरासत में लेकर",503,0.2184782608695652
"पूजा - अर्चना की",503,0.4731638418079096
"दर्ज किया था ।",503,0.8862433862433863
"करार दिया है ।",503,0.7346491228070176
"पुलिस बल के साथ",503,0.9517045454545454
"को कहा था ।",503,0.4965415019762846
"<s> ग्रामीणों ने बताया",502,0.5984486873508353
"लिए भेज दिया है",502,0.340924541128484
"जारी की गई है",502,0.5584632516703786
"गोली मार दी ।",502,0.5553709856035437
"<s> इस बात का",502,0.20386178861788617
"कराया जाए । </s>",501,0.999001996007984
"की कोशिश करते हैं",501,0.7170487106017192
"ने कहा कि ये",501,0.008093728775186779
"जारी किया है .",501,0.18619791666666666
"<s> भारतीय क्रिकेट टीम",501,0.6559633027522935
"ही था । </s>",501,0.999001996007984
"में कोई बदलाव नहीं",501,0.999001996007984
"रखना होगा । </s>",500,0.999
"बना हुआ है .",500,0.158521104411298
"का निर्णय लिया ।",500,0.15233302836230558
"गिरफ्तार किया है .",500,0.14247005134055904
"मिली थी . </s>",500,0.999
"<s> इस फिल्म के",500,0.15762070053644683
"पसंद कर रहे हैं",499,0.9477186311787072
"को मृत घोषित कर",499,0.998997995991984
"देखा गया है ।",499,0.47703349282296653
"2 - 1 से",499,0.9047186932849365
"कोर्ट में पेश किया",499,0.6071863580998782
"विदेश मंत्रालय के प्रवक्ता",499,0.9568138195777351
"कर लिया जाएगा ।",499,0.8521367521367521
"लिया जा सकता है",499,0.924860853432282
"के लिए आवेदन करने",499,0.16996249573815206
"चौधरी ने बताया कि",498,0.998995983935743
"गिरफ्तार कर जेल भेज",498,0.7549317147192717
"पूछे जाने पर कि",498,0.7097004279600571
"आ रही है कि",498,0.08887102536620221
"चला है । </s>",497,0.9989939637826962
"<s> सीएम ने कहा",497,0.960348162475822
"ने बताया कि वे",497,0.010537150618646405
"ने हिस्सा लिया ।",497,0.7174855491329479
"आग्रह किया । </s>",497,0.9989939637826962
"होने से पहले ही",497,0.7685758513931888
"की खबर है ।",497,0.7344674556213018
"के रूप में एक",497,0.023693629205440228
"लगा दी गई है",497,0.5733256351039261
"ने कहा कि उनके",496,0.008012872343866231
"नवदुनिया प्रतिनिधि) । </s>",496,0.998991935483871
"<s> रिपोर्ट में कहा",495,0.6602136181575434
"स्थगित कर दिया गया",495,0.6438802083333334
"का दावा किया है",495,0.41346153846153844
"स्थिति को देखते हुए",495,0.998989898989899
"तिवारी ने बताया कि",495,0.998989898989899
"रहा है कि यह",495,0.07484486151051914
"आशंका जताई जा रही",495,0.998989898989899
"विरोध कर रहे हैं",495,0.6380645161290323
"की घटना को अंजाम",494,0.7934083601286174
"स्थान प्राप्त किया ।",494,0.739880059970015
"केंद्रीय गृह मंत्री अमित",494,0.717296511627907
"नहीं हो सकता है",493,0.3545716342692585
"<s> लेकिन इस बार",493,0.436613475177305
"जांच में पता चला",493,0.9989858012170385
"दर प्रदान करता है",493,0.9989858012170385
"ने संयुक्त रूप से",493,0.9989858012170385
"को जल्द से जल्द",493,0.9989858012170385
"दावा किया जा रहा",493,0.9989858012170385
"कर ली . </s>",493,0.9989858012170385
"खबर आ रही है",493,0.9416826003824091
"कर हत्या कर दी",493,0.9989858012170385
"लगाकर आत्महत्या कर ली",492,0.9989837398373984
"मार दिया । </s>",492,0.9989837398373984
"रह सकता है ।",492,0.8330508474576271
"कहा कि सरकार ने",492,0.3087311557788945
"को उम्मीद है कि",492,0.9989837398373984
"तैयारी कर रहे हैं",492,0.6779310344827586
"घटना को अंजाम देने",492,0.35436193222782986
"<s> आगरा । </s>",492,0.9989837398373984
"बताए जा रहे हैं",492,0.9506769825918762
"साथ हैं । </s>",492,0.9989837398373984
"को प्रधानमंत्री नरेंद्र मोदी",491,0.9989816700610998
"निजी अस्पताल में भर्ती",491,0.6488095238095238
"<s> इस मामले को",491,0.07219605534294966
"<s> इस बात को",491,0.19939024390243903
"चुना गया है ।",490,0.8439655172413794
"स्थिति है । </s>",490,0.9989795918367347
"रही थीं . </s>",490,0.9989795918367347
"इंकार कर दिया ।",490,0.4609227871939736
"बिक्री और रूपांतरण दर",490,0.9989795918367347
"और रूपांतरण दर प्रदान",490,0.9989795918367347
"रूपांतरण दर प्रदान करता",490,0.9989795918367347
"2021 तक विनिमय दर",490,0.9989795918367347
"तक विनिमय दर आरेख",490,0.9989795918367347
"विनिमय दर आरेख के",490,0.9989795918367347
"दर आरेख के साथ",490,0.9989795918367347
"आरेख के साथ विज़ुअलाइज़ेशन",490,0.9989795918367347
"के साथ विज़ुअलाइज़ेशन और",490,0.9989795918367347
"साथ विज़ुअलाइज़ेशन और इतिहास",490,0.9989795918367347
"विज़ुअलाइज़ेशन और इतिहास तालिका",490,0.9989795918367347
"और इतिहास तालिका के",490,0.9989795918367347
"इतिहास तालिका के लिए",490,0.9989795918367347
"तालिका के लिए सबसे",490,0.9989795918367347
"लिए सबसे लोकप्रिय रूपांतरणों",490,0.9989795918367347
"सबसे लोकप्रिय रूपांतरणों की",490,0.9989795918367347
"लोकप्रिय रूपांतरणों की सूची",490,0.9989795918367347
"रूपांतरणों की सूची को",490,0.9989795918367347
"की सूची को जोड़ा",490,0.9989795918367347
"सूची को जोड़ा ।",490,0.9989795918367347
"को खत्म करने के",490,0.4743217054263566
"बुधवार को कहा कि",490,0.928842504743833
"में काम करने के",490,0.18009565857247978
"भारत और चीन के",490,0.7507668711656442
"का इस्तेमाल करते हैं",490,0.6196202531645569
"किए जा सकते हैं",489,0.9503891050583657
"बैठे थे । </s>",489,0.9989775051124744
"बयान दिया है ।",489,0.6470198675496689
"की बात सामने आई",489,0.5892641737032569
"ने कही । </s>",489,0.9989775051124744
"सामने आई । </s>",489,0.9989775051124744
"एसएल एफटीपी सीरिज -",489,0.9989775051124744
"में इस तरह की",488,0.437219730941704
"मौका मिलेगा । </s>",488,0.9989754098360656
"बारिश हो सकती है",488,0.9989754098360656
"जानी है । </s>",488,0.9989754098360656
"का इंतजार है ।",488,0.8493031358885017
"<s> सिंह ने कहा",488,0.7286995515695067
"कि इस तरह के",488,0.4411764705882353
"की जानी चाहिए ।",488,0.7148093841642229
"नहीं आए । </s>",488,0.9989754098360656
"पुलिस ने मामला दर्ज",488,0.9989754098360656
"के घाट उतार दिया",487,0.9989733059548255
"प्रकाश डाला । </s>",487,0.9989733059548255
"ने कहा कि सभी",487,0.007867330767489246
"को सील कर दिया",487,0.9989733059548255
"दिए जा रहे हैं",487,0.8505244755244755
"<s> बयान में कहा",487,0.9284351145038168
"मिल गया । </s>",487,0.9989733059548255
"आवेदन करने के लिए",487,0.7484615384615385
"भूमिका निभाई । </s>",487,0.9989733059548255
"होने चाहिए । </s>",486,0.9989711934156379
"आवश्यकता नहीं है ।",486,0.8385146804835925
"बन रही है ।",486,0.850262697022767
"से लगाया जा सकता",486,0.9989711934156379
"मच गया है ।",486,0.8038079470198676
"से . . .",486,0.9195075757575758
"दिखता है । </s>",486,0.9989711934156379
"का प्रयास किया जा",486,0.12772954485661667
"का उद्घाटन किया ।",486,0.6338120104438643
"तक पहुंच गया है",486,0.49139676113360325
"ने बताया कि पिछले",486,0.010303699144718691
"<s> 10 . </s>",486,0.9989711934156379
"सामना करना पड़ सकता",486,0.272599663110612
"में जुटे हैं ।",485,0.8211864406779661
"का वितरण किया गया",485,0.49897013388259526
"text - align justify",485,0.9989690721649485
"का लक्ष्य रखा गया",485,0.48890010090817354
"कर रहा था .",485,0.14458370635631154
"<s> इस क्रम में",485,0.9989690721649485
"कर चुकी हैं ।",485,0.706268221574344
"वृद्धि हुई है ।",484,0.8071786310517529
"<s> चंडीगढ़ । </s>",484,0.9989669421487604
"दर्ज किया । </s>",484,0.9989669421487604
"जैश - - मोहम्मद",484,0.9352030947775629
"नहीं चला । </s>",484,0.9989669421487604
"यह पूछे जाने पर",484,0.9989669421487604
"है और साथ ही",484,0.9003724394785847
"होने की स्थिति में",484,0.9989669421487604
"दिया गया है कि",484,0.022197227068221467
"टूट गया । </s>",484,0.9989669421487604
"हो रहा है कि",484,0.03399423469029037
"को मजबूत करने के",484,0.47729516288252716
"को रद्द कर दिया",484,0.9989669421487604
"कर ली है .",484,0.17841328413284133
"दे दिया था ।",484,0.7238023952095808
"में आयोजित कार्यक्रम में",483,0.8164128595600677
"<s> प्रधानमंत्री मोदी ने",483,0.7670906200317965
"एक रिपोर्ट के मुताबिक",483,0.5710059171597633
"की सलाह दी ।",483,0.2382716049382716
"स्थापित करने के लिए",483,0.8693693693693694
"सामना करना पड़ा ।",483,0.6972543352601156
"2020 - 21 में",483,0.4315742397137746
"या नहीं . </s>",483,0.935077519379845
"पर रहा । </s>",483,0.9989648033126294
"कार्य किया जा रहा",483,0.9989648033126294
"एक अधिकारी ने कहा",483,0.3139232270657124
"कोरोना वायरस के कारण",483,0.11895956607495069
"चुनौती है । </s>",482,0.9989626556016598
"को कम से कम",482,0.9989626556016598
"में इलाज चल रहा",482,0.9989626556016598
"के रूप में विकसित",482,0.02297780959198282
"करनी है । </s>",482,0.9989626556016598
"के मुख्यमंत्री नीतीश कुमार",482,0.9989626556016598
"कार्रवाई होगी । </s>",481,0.998960498960499
"इस बात का खुलासा",481,0.15485014502094746
"का काम चल रहा",481,0.998960498960499
"समाप्त होने के बाद",481,0.9552683896620279
"करने के आदेश दिए",481,0.6121019108280255
"दे रही है .",481,0.18381790359602143
"का आयोजन हुआ ।",481,0.8832720588235294
"मंत्री निर्मला सीतारमण ने",481,0.7688
"पर स्थित है ।",480,0.845679012345679
"टकरा गई । </s>",480,0.9989583333333333
"नेता ने कहा कि",480,0.9989583333333333
"सोशल मीडिया पर भी",480,0.055697525845045885
"को दर्शाता है ।",480,0.887962962962963
"के लिए काम कर",480,0.24986972381448672
"साथ ही कहा कि",479,0.7656
"मारे गए । </s>",479,0.9989561586638831
"<s> बता दे कि",479,0.8151618398637138
"नोटिस जारी किया है",479,0.43342391304347827
"कार्रवाई की है ।",479,0.8307291666666666
"हो जाएंगी । </s>",479,0.9989561586638831
"कैमरा दिया गया है",479,0.9989561586638831
"पड़े हैं । </s>",479,0.9989561586638831
"का आदेश दिया ।",479,0.20768229166666666
"जान दे दी ।",479,0.7780487804878049
"की गयी है .",478,0.31706507304116865
"की मौत के मामले",478,0.1921529175050302
"उपलब्ध कराने के लिए",478,0.6880403458213257
"- align justify",478,0.9989690721649485
"दौरान मौत हो गई",478,0.9130019120458891
". . ? </s>",478,0.9989539748953975
"<s> इसके जवाब में",478,0.9989539748953975
"जिले में अब तक",478,0.9418145956607495
"की कोशिश की थी",478,0.08281304197016996
"कार्रवाई की गई है",478,0.49636174636174635
"को लेकर चर्चा में",478,0.5162162162162162
"में आ गए हैं",478,0.3357946554149086
"रिपोर्ट के आधार पर",477,0.9989517819706499
"में पता चला है",477,0.3096166341780377
"ने बताया कि जब",477,0.010112693393323288
"के बीच खेला गया",477,0.7837171052631579
"को उपचार के लिए",476,0.8921200750469043
"मिल गई । </s>",476,0.9989495798319328
"साधते हुए कहा कि",476,0.8401060070671378
"करते रहते हैं ।",476,0.6941605839416058
"कार्यरत हैं । </s>",476,0.9989495798319328
"लगाई गई । </s>",476,0.9989495798319328
"हो रही है और",475,0.036891618721816205
"का दौरा किया ।",475,0.4571290944123314
"से अधिक है ।",475,0.7855960264900662
"भी होगा । </s>",474,0.9989451476793249
"से एक हैं ।",474,0.6372812920592194
"ने टक्कर मार दी",474,0.9989451476793249
"की जांच की ।",474,0.1456923076923077
"पता चला । </s>",474,0.9989451476793249
"इसके बाद पुलिस ने",474,0.7787828947368421
"के आधार पर ही",474,0.09235420323776088
"घोषणा कर दी है",474,0.43964716805942433
"का काम कर रहे",474,0.408541846419327
"- आई पी G",474,0.5
"<s> इसके बाद ही",473,0.024318064848172928
"नयी दिल्ली । </s>",473,0.9989429175475687
"text - align",473,0.9989690721649485
"लोगों को हिरासत में",473,0.9989429175475687
"बरकरार है । </s>",473,0.9989429175475687
"बारिश की वजह से",473,0.9989429175475687
"राहुल गांधी ने कहा",473,0.3523489932885906
"रिलीज होगी । </s>",473,0.9989429175475687
"अध्यक्ष ने कहा कि",472,0.9989406779661016
"<s> वह कहते हैं",472,0.9989406779661016
"10 वीं और 12",472,0.9989406779661016
"जा सकता . </s>",472,0.9989406779661016
"में शामिल होने वाले",472,0.11151844843897823
"वायरल होने के बाद",472,0.9989406779661016
"पाई गई । </s>",472,0.9989406779661016
"देता था । </s>",472,0.9989406779661016
"<s> इसके बाद दोनों",472,0.024266598044261452
"को सौंप दिया ।",472,0.3689358372456964
"पूरी कर ली गई",472,0.4317765567765568
"<s> इस हमले में",471,0.7503987240829346
"<s> इसी के चलते",471,0.16319805757891084
"निर्भर करता है ।",471,0.5477299185098953
"भी होता है ।",471,0.6256648936170213
"की ओर से एक",471,0.028804946736867884
"पुलिस मामले की जांच",470,0.798469387755102
"नहीं कहा जा सकता",470,0.9562118126272913
"काम है । </s>",470,0.9989361702127659
"बात कही जा रही",470,0.9989361702127659
"ने इस बात की",470,0.34700665188470065
"समिति की बैठक में",470,0.5576009501187649
"मुख्य अतिथि के रूप",470,0.7684124386252046
"इस्तीफा दे दिया है",470,0.3938758389261745
"ही जा रहा है",470,0.9260355029585798
"दिए है । </s>",470,0.9989361702127659
"कहा है कि इस",469,0.05367781851512374
"पहुंचाया गया । </s>",469,0.9989339019189766
"का आदेश दिया था",469,0.2033420138888889
"हम बात कर रहे",469,0.9561224489795919
"कोरोना से बचाव के",469,0.7412974683544303
"दम तोड़ दिया ।",469,0.8692022263450835
"बना ली है ।",469,0.7544283413848631
"इजाफा हुआ है ।",469,0.8321492007104796
